timestamp,latitude,longitude,elevacao,velocidade
1710000045000,-23.500897,-47.457599,601.73,21.34
1710000046000,-23.500836,-47.457666,602.97,21.19
1710000047000,-23.500895,-47.457723,602.79,22.89
1710000048000,-23.500813,-47.457744,602.93,23.40
1710000049000,-23.500911,-47.457859,603.00,24.16
1710000050000,-23.500896,-47.457798,603.29,24.66
1710000051000,-23.500721,-47.457750,603.81,25.80
1710000052000,-23.500749,-47.457707,603.38,25.52
1710000053000,-23.500695,-47.457639,602.20,26.02
1710000054000,-23.500753,-47.457643,602.36,25.54
1710000055000,-23.500823,-47.457780,601.85,24.30
1710000056000,-23.500849,-47.457699,602.54,25.17
1710000057000,-23.500979,-47.457573,602.67,25.79
1710000058000,-23.500879,-47.457490,601.65,24.22
1710000059000,-23.500839,-47.457486,601.03,24.04
1710000060000,-23.500899,-47.457579,601.58,23.10
1710000061000,-23.501018,-47.457663,601.64,21.94
1710000062000,-23.501055,-47.457574,601.30,19.86
1710000063000,-23.501101,-47.457657,600.84,19.91
1710000064000,-23.501140,-47.457687,601.44,21.62
1710000065000,-23.500978,-47.457692,600.27,23.47
1710000066000,-23.500889,-47.457592,599.59,24.23
1710000067000,-23.500797,-47.457551,599.72,22.55
1710000068000,-23.500871,-47.457701,599.94,24.15
1710000069000,-23.500942,-47.457861,600.39,23.18
1710000070000,-23.500970,-47.458007,600.74,21.87
1710000071000,-23.500799,-47.457921,601.02,21.65
1710000072000,-23.500807,-47.457926,601.32,21.93
1710000073000,-23.500712,-47.457717,601.20,23.68
1710000074000,-23.500662,-47.457697,600.36,23.44
1710000075000,-23.500818,-47.457880,600.63,25.31
1710000076000,-23.500754,-47.457880,600.64,23.83
1710000077000,-23.500656,-47.457986,600.90,23.25
1710000078000,-23.500545,-47.458123,601.25,21.46
1710000079000,-23.500423,-47.458148,600.59,21.21
1710000080000,-23.500378,-47.458071,600.28,19.79
1710000081000,-23.500326,-47.458108,599.92,20.03
1710000082000,-23.500233,-47.458128,599.99,22.56
1710000083000,-23.500322,-47.458306,599.85,22.56
1710000084000,-23.500313,-47.458446,599.92,22.12
1710000085000,-23.500123,-47.458656,598.88,20.51
1710000086000,-23.500152,-47.458664,598.49,22.30
1710000087000,-23.500102,-47.458566,599.25,20.50
1710000088000,-23.500072,-47.458631,599.05,19.54
1710000089000,-23.500140,-47.458461,599.37,21.58
1710000090000,-23.500032,-47.458329,599.36,22.45
1710000091000,-23.500006,-47.458097,599.60,22.73
1710000092000,-23.500017,-47.457933,599.21,24.06
1710000093000,-23.500136,-47.457863,599.44,24.73
1710000094000,-23.500321,-47.457826,599.10,25.26
1710000095000,-23.500453,-47.457695,599.10,26.64
1710000096000,-23.500563,-47.457796,598.04,26.75
1710000097000,-23.500395,-47.457893,598.68,28.40
1710000098000,-23.500423,-47.457888,599.33,29.41
1710000099000,-23.500530,-47.457911,599.21,29.14
1710000100000,-23.500408,-47.457776,598.27,29.90
1710000101000,-23.500364,-47.457830,598.27,30.36
1710000102000,-23.500338,-47.457979,597.88,29.47
1710000103000,-23.500522,-47.457984,597.97,28.96
1710000104000,-23.500589,-47.458157,598.65,29.13
1710000105000,-23.500559,-47.458134,598.61,28.35
1710000106000,-23.500513,-47.458161,599.51,28.32
1710000107000,-23.500523,-47.458186,600.35,25.87
1710000108000,-23.500604,-47.458204,601.21,26.25
1710000109000,-23.500412,-47.458221,601.83,28.31
1710000110000,-23.500383,-47.458192,601.98,28.03
1710000111000,-23.500410,-47.458110,602.02,27.18
1710000112000,-23.500334,-47.458019,603.09,27.96
1710000113000,-23.500425,-47.458011,602.75,30.45
1710000114000,-23.500335,-47.457762,602.34,27.65
1710000115000,-23.500308,-47.457731,603.76,25.81
1710000116000,-23.500437,-47.457801,603.33,25.64
1710000117000,-23.500443,-47.457900,603.40,26.69
1710000118000,-23.500182,-47.457836,604.35,26.35
1710000119000,-23.500239,-47.457793,603.98,26.66
1710000120000,-23.500283,-47.457802,603.88,26.04
1710000121000,-23.500380,-47.457733,605.03,26.19
1710000122000,-23.500312,-47.457696,606.20,27.75
1710000123000,-23.500219,-47.457613,606.65,29.63
1710000124000,-23.500327,-47.457692,607.03,31.57
1710000125000,-23.500521,-47.457910,606.68,30.26
1710000126000,-23.500657,-47.457811,606.12,30.53
1710000127000,-23.500585,-47.457902,606.16,29.16
1710000128000,-23.500486,-47.457916,606.84,30.27
1710000129000,-23.500424,-47.457892,606.90,32.98
1710000130000,-23.500370,-47.457867,606.38,33.39
1710000131000,-23.500475,-47.457888,605.60,33.48
1710000132000,-23.500559,-47.457993,605.77,33.43
1710000133000,-23.500572,-47.457958,606.08,35.47
1710000134000,-23.500562,-47.457971,605.90,35.63
1710000135000,-23.500504,-47.457906,606.17,37.09
1710000136000,-23.500531,-47.458010,606.38,38.58
1710000137000,-23.500506,-47.457836,606.37,38.97
1710000138000,-23.500494,-47.457821,606.54,38.11
1710000139000,-23.500543,-47.457735,606.48,38.33
1710000140000,-23.500692,-47.457707,606.21,39.01
1710000141000,-23.500856,-47.457725,605.52,39.13
1710000142000,-23.500920,-47.457657,605.74,37.82
1710000143000,-23.500834,-47.457698,605.44,39.54
1710000144000,-23.500896,-47.457703,606.14,39.84
1710000145000,-23.500839,-47.457710,606.43,37.39
1710000146000,-23.500917,-47.457676,606.64,37.92
1710000147000,-23.500847,-47.457761,606.50,35.93
1710000148000,-23.500847,-47.457851,606.38,37.21
1710000149000,-23.500779,-47.457872,606.01,36.93
1710000150000,-23.500722,-47.457750,606.21,35.50
1710000151000,-23.500753,-47.457856,606.26,35.72
1710000152000,-23.500688,-47.457914,606.43,37.58
1710000153000,-23.500664,-47.457895,605.70,37.24
1710000154000,-23.500603,-47.457655,606.03,37.37
1710000155000,-23.500623,-47.457733,606.37,37.35
1710000156000,-23.500613,-47.457600,607.11,36.23
1710000157000,-23.500567,-47.457592,607.58,36.57
1710000158000,-23.500452,-47.457617,607.34,36.44
1710000159000,-23.500451,-47.457521,608.18,36.68
1710000160000,-23.500502,-47.457515,608.06,37.15
1710000161000,-23.500464,-47.457437,608.36,38.10
1710000162000,-23.500485,-47.457629,608.89,37.92
1710000163000,-23.500310,-47.457623,610.08,38.98
1710000164000,-23.500319,-47.457605,609.55,37.42
1710000165000,-23.500371,-47.457591,610.14,37.14
1710000166000,-23.500225,-47.457633,609.26,38.14
1710000167000,-23.500272,-47.457621,608.94,38.42
1710000168000,-23.500166,-47.457703,608.59,37.98
1710000169000,-23.499977,-47.457830,608.02,38.22
1710000170000,-23.500069,-47.457804,607.78,38.57
1710000171000,-23.500203,-47.457712,607.40,37.97
1710000172000,-23.500115,-47.457749,607.62,38.71
1710000173000,-23.500304,-47.457424,607.67,41.75
1710000174000,-23.500343,-47.457489,607.37,43.37
1710000175000,-23.500417,-47.457525,607.19,42.54
1710000176000,-23.500347,-47.457490,607.57,43.01
1710000177000,-23.500380,-47.457418,609.05,43.25
1710000178000,-23.500333,-47.457407,609.68,42.87
1710000179000,-23.500348,-47.457392,609.92,42.45
1710000180000,-23.500368,-47.457344,609.69,40.23
1710000181000,-23.500283,-47.457220,609.76,39.03
1710000182000,-23.500184,-47.457147,609.88,40.12
1710000183000,-23.500124,-47.457001,610.10,39.70
1710000184000,-23.500104,-47.456972,609.62,38.40
1710000185000,-23.499860,-47.456710,608.82,36.29
1710000186000,-23.499974,-47.456825,609.54,35.05
1710000187000,-23.499829,-47.456848,609.58,35.51
1710000188000,-23.499709,-47.456880,609.67,37.20
1710000189000,-23.499672,-47.456906,609.93,36.46
1710000190000,-23.499523,-47.457110,610.57,35.81
1710000191000,-23.499637,-47.457118,610.79,35.47
1710000192000,-23.499615,-47.457087,610.52,37.25
1710000193000,-23.499523,-47.457091,611.09,37.14
1710000194000,-23.499554,-47.457058,610.79,37.74
1710000195000,-23.499569,-47.456892,609.57,36.98
1710000196000,-23.499755,-47.457020,609.72,35.17
1710000197000,-23.499588,-47.457124,609.75,34.48
1710000198000,-23.499691,-47.457371,609.79,32.83
1710000199000,-23.499623,-47.457388,609.20,34.31
1710000200000,-23.499639,-47.457388,609.01,35.87
1710000201000,-23.499693,-47.457465,609.59,34.87
1710000202000,-23.499468,-47.457621,609.53,36.13
1710000203000,-23.499609,-47.457548,609.89,38.59
1710000204000,-23.499364,-47.457552,609.94,38.06
1710000205000,-23.499426,-47.457600,609.79,36.59
1710000206000,-23.499337,-47.457544,609.98,36.14
1710000207000,-23.499311,-47.457575,610.63,36.70
1710000208000,-23.499249,-47.457655,610.71,36.04
1710000209000,-23.499207,-47.457692,610.53,35.11
1710000210000,-23.499129,-47.457676,610.91,35.13
1710000211000,-23.499284,-47.457758,610.84,35.67
1710000212000,-23.499258,-47.457894,610.68,37.81
1710000213000,-23.499202,-47.457956,610.70,37.30
1710000214000,-23.499196,-47.458072,609.95,38.75
1710000215000,-23.499285,-47.458233,610.20,40.08
1710000216000,-23.499320,-47.458247,610.34,39.22
1710000217000,-23.499208,-47.458204,610.68,38.44
1710000218000,-23.499079,-47.457968,610.27,38.86
1710000219000,-23.499015,-47.457763,610.03,37.39
1710000220000,-23.499187,-47.457915,610.77,37.49
1710000221000,-23.499181,-47.457996,611.39,37.87
1710000222000,-23.499226,-47.458085,611.99,37.34
1710000223000,-23.499370,-47.458260,612.25,38.19
1710000224000,-23.499451,-47.458420,613.33,38.46
1710000225000,-23.499358,-47.458523,613.22,37.37
1710000226000,-23.499370,-47.458513,613.83,36.61
1710000227000,-23.499464,-47.458383,613.06,37.50
1710000228000,-23.499344,-47.458494,613.12,38.13
1710000229000,-23.499264,-47.458565,613.71,36.74
1710000230000,-23.499293,-47.458546,613.56,37.36
1710000231000,-23.499280,-47.458571,613.93,37.15
1710000232000,-23.499240,-47.458641,613.87,36.63
1710000233000,-23.499192,-47.458654,614.21,36.42
1710000234000,-23.499042,-47.458599,614.91,37.14
1710000235000,-23.499127,-47.458734,614.58,36.59
1710000236000,-23.499261,-47.458595,614.38,35.78
1710000237000,-23.499212,-47.458629,614.20,34.98
1710000238000,-23.499229,-47.458676,614.96,33.93
1710000239000,-23.499124,-47.458577,615.31,35.20
1710000240000,-23.499245,-47.458614,616.06,33.97
1710000241000,-23.499304,-47.458466,615.20,34.01
1710000242000,-23.499398,-47.458448,614.19,34.11
1710000243000,-23.499391,-47.458347,614.15,36.13
1710000244000,-23.499315,-47.458283,613.69,36.17
1710000245000,-23.499269,-47.458355,613.30,34.75
1710000246000,-23.499433,-47.458390,613.13,36.75
1710000247000,-23.499367,-47.458283,612.83,37.02
1710000248000,-23.499365,-47.458379,611.87,37.31
1710000249000,-23.499534,-47.458414,611.76,38.25
1710000250000,-23.499612,-47.458369,611.72,37.44
1710000251000,-23.499678,-47.458547,611.10,36.64
1710000252000,-23.499659,-47.458872,611.92,36.04
1710000253000,-23.499601,-47.458778,611.91,36.15
1710000254000,-23.499522,-47.458619,612.15,36.10
1710000255000,-23.499434,-47.458573,611.29,33.89
1710000256000,-23.499372,-47.458566,612.25,34.77
1710000257000,-23.499397,-47.458536,611.84,37.04
1710000258000,-23.499316,-47.458634,611.59,36.36
1710000259000,-23.499489,-47.458579,611.29,38.43
1710000260000,-23.499581,-47.458555,610.92,39.10
1710000261000,-23.499425,-47.458744,610.27,39.61
1710000262000,-23.499509,-47.458612,611.71,36.83
1710000263000,-23.499502,-47.458773,612.00,36.69
1710000264000,-23.499437,-47.458621,611.50,36.59
1710000265000,-23.499388,-47.458559,611.71,37.68
1710000266000,-23.499177,-47.458732,611.51,36.58
1710000267000,-23.499205,-47.458781,611.19,35.68
1710000268000,-23.499315,-47.458764,611.14,38.25
1710000269000,-23.499400,-47.458625,611.43,37.33
1710000270000,-23.499301,-47.458567,611.04,35.13
1710000271000,-23.499288,-47.458442,611.44,35.74
1710000272000,-23.499246,-47.458400,612.09,37.92
1710000273000,-23.499305,-47.458331,611.59,36.93
1710000274000,-23.499283,-47.458172,612.80,37.15
1710000275000,-23.499216,-47.458240,612.96,37.41
1710000276000,-23.499104,-47.458291,612.53,38.20
1710000277000,-23.499201,-47.458150,613.02,35.84
1710000278000,-23.499207,-47.458274,613.81,37.54
1710000279000,-23.499270,-47.458263,613.92,38.46
1710000280000,-23.499180,-47.458130,613.60,37.27
1710000281000,-23.499169,-47.458292,612.90,36.72
1710000282000,-23.499095,-47.458380,613.20,34.97
1710000283000,-23.498964,-47.458354,612.95,35.38
1710000284000,-23.498983,-47.458407,613.18,37.11
1710000285000,-23.499063,-47.458386,612.76,37.68
1710000286000,-23.499160,-47.458358,612.35,36.41
1710000287000,-23.499211,-47.458424,612.57,36.92
1710000288000,-23.499371,-47.458475,613.20,35.83
1710000289000,-23.499375,-47.458155,612.86,36.39
1710000290000,-23.499327,-47.458129,612.91,35.69
1710000291000,-23.499302,-47.458139,613.24,36.55
1710000292000,-23.499423,-47.458005,613.39,38.91
1710000293000,-23.499242,-47.458168,612.90,36.55
1710000294000,-23.499362,-47.458274,612.64,36.89
1710000295000,-23.499459,-47.458290,612.66,36.86
1710000296000,-23.499504,-47.458268,612.83,37.60
1710000297000,-23.499558,-47.458298,612.80,36.40
1710000298000,-23.499508,-47.458073,612.59,34.73
1710000299000,-23.499575,-47.458050,612.12,34.25
1710000300000,-23.499577,-47.458018,611.96,33.76
1710000301000,-23.499444,-47.457950,611.87,34.42
1710000302000,-23.499541,-47.458044,612.10,34.95
1710000303000,-23.499552,-47.457876,611.99,35.08
1710000304000,-23.499566,-47.457762,611.61,36.71
1710000305000,-23.499543,-47.457867,611.54,37.95
1710000306000,-23.499486,-47.457735,611.23,37.24
1710000307000,-23.499647,-47.457842,611.54,36.85
1710000308000,-23.499657,-47.457726,611.85,37.83
1710000309000,-23.499671,-47.457717,612.44,37.24
1710000310000,-23.499740,-47.457779,612.61,36.45
1710000311000,-23.499757,-47.457706,612.64,34.29
1710000312000,-23.499817,-47.457686,612.49,35.29
1710000313000,-23.499909,-47.457747,612.32,37.25
1710000314000,-23.499726,-47.457889,612.01,36.77
1710000315000,-23.499748,-47.457803,611.92,35.97
1710000316000,-23.499903,-47.457802,611.68,34.89
1710000317000,-23.499928,-47.457894,612.26,33.79
1710000318000,-23.500040,-47.457767,611.70,33.63
1710000319000,-23.500078,-47.457737,611.40,33.31
1710000320000,-23.500185,-47.457537,612.28,33.89
1710000321000,-23.500228,-47.457656,611.51,30.80
1710000322000,-23.500248,-47.457645,610.84,31.73
1710000323000,-23.500100,-47.457621,610.57,31.28
1710000324000,-23.500201,-47.457708,610.57,33.59
1710000325000,-23.500217,-47.457653,611.16,32.80
1710000326000,-23.500166,-47.457622,609.98,32.96
1710000327000,-23.500007,-47.457717,610.92,31.44
1710000328000,-23.500020,-47.457559,610.93,28.96
1710000329000,-23.500222,-47.457711,610.69,30.31
1710000330000,-23.500242,-47.457793,610.76,30.60
1710000331000,-23.500362,-47.457871,610.50,31.26
1710000332000,-23.500281,-47.457820,611.62,30.57
1710000333000,-23.500266,-47.457872,612.14,30.61
1710000334000,-23.500286,-47.457927,612.28,30.80
1710000335000,-23.500330,-47.458062,612.26,30.97
1710000336000,-23.500556,-47.458161,611.66,29.29
1710000337000,-23.500616,-47.458241,611.37,26.41
1710000338000,-23.500655,-47.458335,610.74,25.71
1710000339000,-23.500719,-47.458389,610.54,26.33
1710000340000,-23.500816,-47.458411,610.08,26.98
1710000341000,-23.500788,-47.458357,610.35,27.63
1710000342000,-23.500776,-47.458486,611.02,28.04
1710000343000,-23.500708,-47.458441,611.23,27.95
1710000344000,-23.500546,-47.458661,611.48,28.44
1710000345000,-23.500533,-47.458734,611.66,26.09
1710000346000,-23.500442,-47.458770,612.18,24.94
1710000347000,-23.500535,-47.458896,611.14,25.91
1710000348000,-23.500599,-47.458894,610.65,26.24
1710000349000,-23.500338,-47.458934,611.20,26.32
1710000350000,-23.500285,-47.458962,611.30,25.48
1710000351000,-23.500380,-47.458830,610.61,25.93
1710000352000,-23.500344,-47.458844,611.06,24.71
1710000353000,-23.500397,-47.458960,610.10,24.59
1710000354000,-23.500481,-47.458745,610.00,26.06
1710000355000,-23.500570,-47.458721,609.05,24.99
1710000356000,-23.500585,-47.458743,609.38,24.34
1710000357000,-23.500568,-47.458795,608.84,25.35
1710000358000,-23.500605,-47.458842,608.77,25.79
1710000359000,-23.500615,-47.458988,609.22,26.40
1710000360000,-23.500596,-47.458988,610.35,26.09
1710000361000,-23.500712,-47.458929,609.32,26.01
1710000362000,-23.500654,-47.458975,608.76,27.38
1710000363000,-23.500906,-47.459177,609.65,26.55
1710000364000,-23.500724,-47.459170,609.37,28.15
1710000365000,-23.500591,-47.459283,609.14,25.25
1710000366000,-23.500567,-47.459300,609.74,24.30
1710000367000,-23.500638,-47.459244,609.89,24.33
1710000368000,-23.500628,-47.459253,609.93,23.06
1710000369000,-23.500650,-47.459345,609.65,23.20
1710000370000,-23.500580,-47.459396,610.00,22.12
1710000371000,-23.500575,-47.459501,610.08,21.90
1710000372000,-23.500534,-47.459445,609.84,22.44
1710000373000,-23.500482,-47.459482,609.80,20.55
1710000374000,-23.500413,-47.459496,609.73,23.49
1710000375000,-23.500445,-47.459298,609.00,22.61
1710000376000,-23.500502,-47.459216,609.86,22.13
1710000377000,-23.500555,-47.459266,609.62,22.29
1710000378000,-23.500722,-47.459216,609.46,21.54
1710000379000,-23.500472,-47.459087,610.48,22.37
1710000380000,-23.500456,-47.459149,610.83,21.48
1710000381000,-23.500425,-47.459078,611.07,23.58
1710000382000,-23.500372,-47.458991,610.99,23.48
1710000383000,-23.500503,-47.458865,611.34,23.64
1710000384000,-23.500370,-47.458891,611.53,23.07
1710000385000,-23.500266,-47.458928,612.07,21.99
1710000386000,-23.500485,-47.458880,612.14,23.60
1710000387000,-23.500652,-47.458954,612.91,23.88
1710000388000,-23.500666,-47.459146,612.55,24.26
1710000389000,-23.500498,-47.459273,612.57,25.32
1710000390000,-23.500449,-47.459462,612.13,25.28
1710000391000,-23.500369,-47.459383,612.32,24.86
1710000392000,-23.500466,-47.459425,611.55,24.80
1710000393000,-23.500438,-47.459570,611.45,24.15
1710000394000,-23.500388,-47.459516,610.78,24.53
1710000395000,-23.500256,-47.459484,610.85,23.66
1710000396000,-23.500418,-47.459577,610.25,22.58
1710000397000,-23.500334,-47.459511,611.27,23.86
1710000398000,-23.500344,-47.459588,611.57,25.84
1710000399000,-23.500247,-47.459687,611.04,26.62
1710000400000,-23.500269,-47.459723,610.26,26.42
1710000401000,-23.500180,-47.459845,609.71,26.52
1710000402000,-23.500243,-47.459985,608.14,25.80
1710000403000,-23.500264,-47.460011,608.44,24.67
1710000404000,-23.500243,-47.459958,608.08,23.05
1710000405000,-23.500358,-47.460040,607.71,22.16
1710000406000,-23.500278,-47.460062,607.47,20.93
1710000407000,-23.500144,-47.460025,608.07,17.25
1710000408000,-23.500060,-47.459998,608.30,15.95
1710000409000,-23.499988,-47.459986,608.85,14.54
1710000410000,-23.499944,-47.460043,609.20,15.81
1710000411000,-23.499902,-47.459919,608.99,15.14
1710000412000,-23.499867,-47.459854,608.97,15.41
1710000413000,-23.499895,-47.459845,608.45,14.61
1710000414000,-23.499864,-47.459709,609.00,14.41
1710000415000,-23.500073,-47.459732,609.18,15.76
1710000416000,-23.500241,-47.459725,608.61,15.64
1710000417000,-23.500290,-47.459699,609.10,17.32
1710000418000,-23.500374,-47.459635,609.43,15.35
1710000419000,-23.500563,-47.459730,608.74,13.11
1710000420000,-23.500580,-47.459712,609.22,12.97
1710000421000,-23.500765,-47.459800,609.30,12.38
1710000422000,-23.500825,-47.460001,608.15,12.24
1710000423000,-23.500755,-47.459791,607.82,9.80
1710000424000,-23.501049,-47.459746,608.70,9.40
1710000425000,-23.501063,-47.459707,609.43,9.82
1710000426000,-23.501049,-47.459605,608.63,9.17
1710000427000,-23.501123,-47.459709,608.19,9.79
1710000428000,-23.501081,-47.459413,607.46,10.45
1710000429000,-23.501061,-47.459449,607.51,10.10
1710000430000,-23.500997,-47.459500,608.51,8.69
1710000431000,-23.501103,-47.459616,609.58,7.36
1710000432000,-23.501154,-47.459540,609.87,6.80
1710000433000,-23.501091,-47.459707,610.03,6.46
1710000434000,-23.500967,-47.459748,609.76,9.89
1710000435000,-23.500937,-47.459901,610.27,10.57
1710000436000,-23.500851,-47.459878,611.23,8.59
1710000437000,-23.500786,-47.459991,611.99,8.28
1710000438000,-23.500869,-47.460272,611.87,8.40
1710000439000,-23.500821,-47.460194,613.05,6.85
1710000440000,-23.500881,-47.460240,613.59,5.25
1710000441000,-23.500817,-47.460304,613.68,7.09
1710000442000,-23.500800,-47.460308,613.19,7.67
1710000443000,-23.500839,-47.460374,613.49,5.23
1710000444000,-23.500716,-47.460476,612.40,6.30
1710000445000,-23.500756,-47.460582,612.81,3.62
1710000446000,-23.500656,-47.460591,613.09,3.88
1710000447000,-23.500756,-47.460448,612.07,1.05
1710000448000,-23.500706,-47.460588,611.78,2.31
1710000449000,-23.500455,-47.460681,611.63,2.38
1710000450000,-23.500402,-47.460611,611.67,2.31
1710000451000,-23.500458,-47.460433,611.49,0.57
1710000452000,-23.500463,-47.460424,611.69,0.00
1710000453000,-23.500288,-47.460376,610.83,1.41
1710000454000,-23.500258,-47.460351,611.16,2.60
1710000455000,-23.500218,-47.460288,610.77,1.54
1710000456000,-23.500321,-47.460258,611.53,2.34
1710000457000,-23.500142,-47.460298,611.95,1.93
1710000458000,-23.500199,-47.460298,612.33,3.58
1710000459000,-23.500125,-47.460252,611.79,3.78
1710000460000,-23.500177,-47.460304,612.20,7.32
1710000461000,-23.500220,-47.460213,612.32,6.84
1710000462000,-23.500313,-47.460135,612.27,7.17
1710000463000,-23.500286,-47.460255,611.88,5.23
1710000464000,-23.500361,-47.460178,611.48,5.15
1710000465000,-23.500295,-47.460236,611.16,6.20
1710000466000,-23.500283,-47.460369,610.79,6.46
1710000467000,-23.500186,-47.460375,610.69,6.37
1710000468000,-23.500224,-47.460452,611.25,5.05
1710000469000,-23.500155,-47.460488,612.19,1.93
1710000470000,-23.500099,-47.460727,612.39,0.32
1710000471000,-23.500196,-47.460567,613.30,1.04
1710000472000,-23.500208,-47.460612,613.03,0.00
1710000473000,-23.500057,-47.460587,613.23,1.22
1710000474000,-23.500199,-47.460618,613.91,2.53
1710000475000,-23.500172,-47.460697,613.49,1.72
1710000476000,-23.500113,-47.460664,613.75,2.04
1710000477000,-23.500012,-47.460655,613.63,1.02
1710000478000,-23.500032,-47.460585,614.36,1.36
1710000479000,-23.500016,-47.460619,615.03,1.16
1710000480000,-23.500218,-47.460696,615.57,1.51
1710000481000,-23.500020,-47.460651,615.53,1.85
1710000482000,-23.500002,-47.460712,614.53,1.81
1710000483000,-23.500111,-47.460718,613.78,4.64
1710000484000,-23.500140,-47.460774,613.55,5.26
1710000485000,-23.500035,-47.460792,613.48,4.33
1710000486000,-23.499957,-47.460823,612.88,3.45
1710000487000,-23.500077,-47.460776,613.36,1.16
1710000488000,-23.499964,-47.460731,613.57,2.22
1710000489000,-23.500023,-47.460725,613.44,2.01
1710000490000,-23.500050,-47.460772,613.14,2.12
1710000491000,-23.500175,-47.460806,613.68,2.76
1710000492000,-23.500057,-47.460638,612.95,2.37
1710000493000,-23.499895,-47.460821,612.72,4.21
1710000494000,-23.499756,-47.460941,612.94,3.17
1710000495000,-23.499694,-47.460844,613.23,3.21
1710000496000,-23.499656,-47.460687,613.71,1.79
1710000497000,-23.499766,-47.460711,613.19,0.14
1710000498000,-23.499694,-47.460536,612.41,0.00
1710000499000,-23.499759,-47.460500,612.35,0.00
1710000500000,-23.499749,-47.460563,611.67,0.00
1710000501000,-23.499739,-47.460665,612.02,0.00
1710000502000,-23.499806,-47.460690,612.14,0.00
1710000503000,-23.499655,-47.460814,611.77,1.05
1710000504000,-23.499529,-47.460752,612.03,1.39
1710000505000,-23.499449,-47.460744,612.49,1.79
1710000506000,-23.499432,-47.460693,612.82,2.86
1710000507000,-23.499521,-47.460674,611.89,4.45
1710000508000,-23.499606,-47.460664,611.97,5.28
1710000509000,-23.499718,-47.460721,611.39,4.64
1710000510000,-23.499609,-47.460786,610.54,5.77
1710000511000,-23.499542,-47.460724,611.05,5.96
1710000512000,-23.499362,-47.460808,610.31,2.96
1710000513000,-23.499432,-47.460825,610.51,2.38
1710000514000,-23.499452,-47.460837,611.18,0.97
1710000515000,-23.499431,-47.460847,611.84,0.57
1710000516000,-23.499420,-47.460858,611.85,0.62
1710000517000,-23.499505,-47.460834,611.65,0.00
1710000518000,-23.499559,-47.460782,612.56,0.00
1710000519000,-23.499613,-47.460749,612.11,1.24
1710000520000,-23.499646,-47.460690,611.96,1.95
1710000521000,-23.499567,-47.460703,611.62,1.85
1710000522000,-23.499522,-47.460686,611.75,2.11
1710000523000,-23.499557,-47.460705,611.26,2.41
1710000524000,-23.499523,-47.460749,611.10,3.09
1710000525000,-23.499547,-47.460827,611.94,2.02
1710000526000,-23.499654,-47.460753,611.56,1.38
1710000527000,-23.499669,-47.460755,611.33,2.37
1710000528000,-23.499682,-47.460768,610.86,2.25
1710000529000,-23.499756,-47.460772,610.65,0.85
1710000530000,-23.499789,-47.460837,610.80,0.00
1710000531000,-23.499737,-47.460938,611.23,0.00
1710000532000,-23.499687,-47.461016,610.07,0.00
1710000533000,-23.499720,-47.460985,610.26,1.10
1710000534000,-23.499781,-47.460954,610.64,0.00
1710000535000,-23.499530,-47.460890,611.18,0.19
